dataset,ver,kind,scope,remove_frac_hint,alpha,gamma,c0p_prune_frac,aug_ratio,aug_bound,deg_thr,seed,idx,cluster_method,log_file,test_hit3,test_hit10,end_radius,delta_radius,total_removed
LastFMAsia,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.8,8,8,gmm,/home/retro/ARON/log/1117/LastFMAsia_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed8_r0.5_fmr0.5_d0.8_gmm_idx8_loss_origin.log,0.16151079136690646,0.3384892086330935,0.5615079998970032,-0.28168,16
LastFMAsia,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.8,9,9,gmm,/home/retro/ARON/log/1117/LastFMAsia_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed9_r0.5_fmr0.5_d0.8_gmm_idx9_loss_origin.log,0.16942446043165468,0.3356115107913669,0.5573939085006714,-0.285794,16
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,0,0,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed0_r0.5_fmr0.5_d0.9_gmm_idx0_loss_origin.log,0.5164835164835165,0.6241758241758242,0.5456507802009583,-0.115728,41
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,10,10,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed10_r0.5_fmr0.5_d0.9_gmm_idx10_loss_origin.log,0.5164835164835165,0.6329670329670329,0.5526084303855896,-0.10877,41
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,11,11,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed11_r0.5_fmr0.5_d0.9_gmm_idx11_loss_origin.log,0.5208791208791209,0.6285714285714286,0.5513426065444946,-0.110036,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,12,12,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed12_r0.5_fmr0.5_d0.9_gmm_idx12_loss_origin.log,0.3824175824175824,0.6571428571428571,0.550336480140686,-0.111042,41
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,13,13,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed13_r0.5_fmr0.5_d0.9_gmm_idx13_loss_origin.log,0.4967032967032967,0.6285714285714286,0.5540884733200073,-0.10729,41
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,14,14,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed14_r0.5_fmr0.5_d0.9_gmm_idx14_loss_origin.log,0.4879120879120879,0.6351648351648351,0.5420124530792236,-0.119366,39
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,15,15,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed15_r0.5_fmr0.5_d0.9_gmm_idx15_loss_origin.log,0.5098901098901099,0.6307692307692307,0.547899067401886,-0.11348,41
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,16,16,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed16_r0.5_fmr0.5_d0.9_gmm_idx16_loss_origin.log,0.512087912087912,0.6241758241758242,0.5491267442703247,-0.112252,39
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,17,17,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed17_r0.5_fmr0.5_d0.9_gmm_idx17_loss_origin.log,0.5252747252747253,0.6131868131868132,0.5570433735847473,-0.104335,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,18,18,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed18_r0.5_fmr0.5_d0.9_gmm_idx18_loss_origin.log,0.512087912087912,0.621978021978022,0.5527881383895874,-0.108591,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,19,19,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed19_r0.5_fmr0.5_d0.9_gmm_idx19_loss_origin.log,0.5208791208791209,0.6373626373626373,0.5130602717399597,-0.148318,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,1,1,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed1_r0.5_fmr0.5_d0.9_gmm_idx1_loss_origin.log,0.5340659340659341,0.6285714285714286,0.5504246950149536,-0.110954,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,20,20,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed20_r0.5_fmr0.5_d0.9_gmm_idx20_loss_origin.log,0.5076923076923077,0.6879120879120879,0.5532357096672058,-0.108143,42
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,21,21,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed21_r0.5_fmr0.5_d0.9_gmm_idx21_loss_origin.log,0.5032967032967033,0.6351648351648351,0.550162672996521,-0.111216,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,22,22,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed22_r0.5_fmr0.5_d0.9_gmm_idx22_loss_origin.log,0.4747252747252747,0.6461538461538462,0.5519123077392578,-0.109466,41
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,23,23,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed23_r0.5_fmr0.5_d0.9_gmm_idx23_loss_origin.log,0.5318681318681319,0.6153846153846154,0.5488445162773132,-0.112534,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,24,24,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed24_r0.5_fmr0.5_d0.9_gmm_idx24_loss_origin.log,0.4857142857142857,0.6175824175824176,0.5477026700973511,-0.113676,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,25,25,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed25_r0.5_fmr0.5_d0.9_gmm_idx25_loss_origin.log,0.4967032967032967,0.6329670329670329,0.5222309827804565,-0.139148,39
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,26,26,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed26_r0.5_fmr0.5_d0.9_gmm_idx26_loss_origin.log,0.5252747252747253,0.610989010989011,0.5516148805618286,-0.109764,42
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,27,27,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed27_r0.5_fmr0.5_d0.9_gmm_idx27_loss_origin.log,0.5252747252747253,0.6461538461538462,0.5309358835220337,-0.130443,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,28,28,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed28_r0.5_fmr0.5_d0.9_gmm_idx28_loss_origin.log,0.5054945054945055,0.6263736263736264,0.5410863757133484,-0.120292,38
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,29,29,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed29_r0.5_fmr0.5_d0.9_gmm_idx29_loss_origin.log,0.4879120879120879,0.6967032967032967,0.55240797996521,-0.108971,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,2,2,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed2_r0.5_fmr0.5_d0.9_gmm_idx2_loss_origin.log,0.5340659340659341,0.6329670329670329,0.5491383075714111,-0.11224,41
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,3,3,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed3_r0.5_fmr0.5_d0.9_gmm_idx3_loss_origin.log,0.5384615384615384,0.6329670329670329,0.5527763962745667,-0.108602,41
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,4,4,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed4_r0.5_fmr0.5_d0.9_gmm_idx4_loss_origin.log,0.4967032967032967,0.7186813186813187,0.5531440377235413,-0.108235,42
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,5,5,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed5_r0.5_fmr0.5_d0.9_gmm_idx5_loss_origin.log,0.5582417582417583,0.6615384615384615,0.5537646412849426,-0.107614,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,6,6,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed6_r0.5_fmr0.5_d0.9_gmm_idx6_loss_origin.log,0.5164835164835165,0.6197802197802198,0.5513424873352051,-0.110036,40
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,7,7,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed7_r0.5_fmr0.5_d0.9_gmm_idx7_loss_origin.log,0.5054945054945055,0.6087912087912087,0.5440729856491089,-0.117306,39
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,8,8,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed8_r0.5_fmr0.5_d0.9_gmm_idx8_loss_origin.log,0.5384615384615384,0.621978021978022,0.5508430004119873,-0.110536,41
citeseer,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,9,9,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed9_r0.5_fmr0.5_d0.9_gmm_idx9_loss_origin.log,0.4747252747252747,0.6703296703296703,0.5513893961906433,-0.109989,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,0,0,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed0_r0.5_fmr0.5_d0.9_gmm_idx0_loss_origin.log,0.512087912087912,0.6857142857142857,0.5391389727592468,-0.12224,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,10,10,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed10_r0.5_fmr0.5_d0.9_gmm_idx10_loss_origin.log,0.4989010989010989,0.6373626373626373,0.5566673874855042,-0.104711,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,11,11,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed11_r0.5_fmr0.5_d0.9_gmm_idx11_loss_origin.log,0.5472527472527473,0.7076923076923077,0.548613429069519,-0.112765,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,12,12,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed12_r0.5_fmr0.5_d0.9_gmm_idx12_loss_origin.log,0.5560439560439561,0.6285714285714286,0.5520033836364746,-0.109375,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,13,13,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed13_r0.5_fmr0.5_d0.9_gmm_idx13_loss_origin.log,0.4945054945054945,0.6153846153846154,0.5479200482368469,-0.113459,42
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,14,14,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed14_r0.5_fmr0.5_d0.9_gmm_idx14_loss_origin.log,0.5230769230769231,0.621978021978022,0.5441757440567017,-0.117203,39
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,15,15,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed15_r0.5_fmr0.5_d0.9_gmm_idx15_loss_origin.log,0.49230769230769234,0.6307692307692307,0.5486660599708557,-0.112713,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,16,16,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed16_r0.5_fmr0.5_d0.9_gmm_idx16_loss_origin.log,0.5164835164835165,0.6813186813186813,0.5483213663101196,-0.113057,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,17,17,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed17_r0.5_fmr0.5_d0.9_gmm_idx17_loss_origin.log,0.5362637362637362,0.6197802197802198,0.5507734417915344,-0.110605,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,18,18,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed18_r0.5_fmr0.5_d0.9_gmm_idx18_loss_origin.log,0.5318681318681319,0.643956043956044,0.5518338680267334,-0.109545,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,19,19,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed19_r0.5_fmr0.5_d0.9_gmm_idx19_loss_origin.log,0.5406593406593406,0.6351648351648351,0.5502720475196838,-0.111107,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,1,1,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed1_r0.5_fmr0.5_d0.9_gmm_idx1_loss_origin.log,0.5098901098901099,0.6417582417582418,0.5514311790466309,-0.109948,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,20,20,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed20_r0.5_fmr0.5_d0.9_gmm_idx20_loss_origin.log,0.5296703296703297,0.6725274725274726,0.552891731262207,-0.108487,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,21,21,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed21_r0.5_fmr0.5_d0.9_gmm_idx21_loss_origin.log,0.5032967032967033,0.6175824175824176,0.556191623210907,-0.105187,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,22,22,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed22_r0.5_fmr0.5_d0.9_gmm_idx22_loss_origin.log,0.5054945054945055,0.6131868131868132,0.5500257015228271,-0.111353,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,23,23,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed23_r0.5_fmr0.5_d0.9_gmm_idx23_loss_origin.log,0.5076923076923077,0.6285714285714286,0.543156623840332,-0.118222,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,24,24,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed24_r0.5_fmr0.5_d0.9_gmm_idx24_loss_origin.log,0.567032967032967,0.6879120879120879,0.55012047290802,-0.111258,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,25,25,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed25_r0.5_fmr0.5_d0.9_gmm_idx25_loss_origin.log,0.5252747252747253,0.6307692307692307,0.5559854507446289,-0.105393,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,26,26,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed26_r0.5_fmr0.5_d0.9_gmm_idx26_loss_origin.log,0.5098901098901099,0.6659340659340659,0.5538152456283569,-0.107564,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,27,27,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed27_r0.5_fmr0.5_d0.9_gmm_idx27_loss_origin.log,0.5604395604395604,0.6593406593406593,0.5402652621269226,-0.121113,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,28,28,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed28_r0.5_fmr0.5_d0.9_gmm_idx28_loss_origin.log,0.6,0.6857142857142857,0.546844482421875,-0.114534,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,29,29,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed29_r0.5_fmr0.5_d0.9_gmm_idx29_loss_origin.log,0.5054945054945055,0.621978021978022,0.5478095412254333,-0.113569,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,2,2,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed2_r0.5_fmr0.5_d0.9_gmm_idx2_loss_origin.log,0.5208791208791209,0.6329670329670329,0.5545843243598938,-0.106794,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,3,3,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed3_r0.5_fmr0.5_d0.9_gmm_idx3_loss_origin.log,0.4857142857142857,0.6373626373626373,0.5476453304290771,-0.113733,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,4,4,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed4_r0.5_fmr0.5_d0.9_gmm_idx4_loss_origin.log,0.5076923076923077,0.6175824175824176,0.5549405813217163,-0.106438,39
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,5,5,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed5_r0.5_fmr0.5_d0.9_gmm_idx5_loss_origin.log,0.5296703296703297,0.6813186813186813,0.5563937425613403,-0.104985,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,6,6,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed6_r0.5_fmr0.5_d0.9_gmm_idx6_loss_origin.log,0.5648351648351648,0.6725274725274726,0.5522046685218811,-0.109174,41
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,7,7,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed7_r0.5_fmr0.5_d0.9_gmm_idx7_loss_origin.log,0.4901098901098901,0.6329670329670329,0.5446418523788452,-0.116737,40
