dataset,ver,kind,scope,remove_frac_hint,alpha,gamma,c0p_prune_frac,aug_ratio,aug_bound,deg_thr,seed,idx,cluster_method,log_file,test_hit3,test_hit10,end_radius,delta_radius,total_removed
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,8,8,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed8_r0.5_fmr0.5_d0.9_gmm_idx8_loss_origin.log,0.5274725274725275,0.621978021978022,0.5554167032241821,-0.105962,40
citeseer,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,9,9,gmm,/home/retro/ARON/log/1117/citeseer_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed9_r0.5_fmr0.5_d0.9_gmm_idx9_loss_origin.log,0.5472527472527473,0.6175824175824176,0.552500307559967,-0.108878,40
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,0,0,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed0_r0.5_fmr0.5_d0.9_gmm_idx0_loss_origin.log,0.4857685009487666,0.6053130929791272,0.5378668904304504,-0.126787,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,10,10,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed10_r0.5_fmr0.5_d0.9_gmm_idx10_loss_origin.log,0.48956356736242884,0.5977229601518027,0.5235539674758911,-0.1411,30
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,11,11,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed11_r0.5_fmr0.5_d0.9_gmm_idx11_loss_origin.log,0.4781783681214421,0.603415559772296,0.5304786562919617,-0.134175,32
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,12,12,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed12_r0.5_fmr0.5_d0.9_gmm_idx12_loss_origin.log,0.46110056925996207,0.6072106261859582,0.5298128724098206,-0.134841,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,13,13,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed13_r0.5_fmr0.5_d0.9_gmm_idx13_loss_origin.log,0.4838709677419355,0.6204933586337761,0.5204199552536011,-0.144234,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,14,14,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed14_r0.5_fmr0.5_d0.9_gmm_idx14_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5298089981079102,-0.134845,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,15,15,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed15_r0.5_fmr0.5_d0.9_gmm_idx15_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5283995866775513,-0.136254,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,16,16,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed16_r0.5_fmr0.5_d0.9_gmm_idx16_loss_origin.log,0.4971537001897533,0.6053130929791272,0.5277404189109802,-0.136913,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,17,17,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed17_r0.5_fmr0.5_d0.9_gmm_idx17_loss_origin.log,0.49146110056925996,0.6166982922201139,0.5209909677505493,-0.143663,30
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,18,18,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed18_r0.5_fmr0.5_d0.9_gmm_idx18_loss_origin.log,0.4781783681214421,0.603415559772296,0.5348523855209351,-0.129801,32
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,19,19,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed19_r0.5_fmr0.5_d0.9_gmm_idx19_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5506782531738281,-0.113975,30
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,1,1,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed1_r0.5_fmr0.5_d0.9_gmm_idx1_loss_origin.log,0.48956356736242884,0.5958254269449715,0.5469720363616943,-0.117682,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,20,20,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed20_r0.5_fmr0.5_d0.9_gmm_idx20_loss_origin.log,0.4971537001897533,0.6053130929791272,0.5282455682754517,-0.136408,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,21,21,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed21_r0.5_fmr0.5_d0.9_gmm_idx21_loss_origin.log,0.476280834914611,0.603415559772296,0.542949378490448,-0.121704,32
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,22,22,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed22_r0.5_fmr0.5_d0.9_gmm_idx22_loss_origin.log,0.4648956356736243,0.6110056925996205,0.5443350076675415,-0.120319,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,23,23,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed23_r0.5_fmr0.5_d0.9_gmm_idx23_loss_origin.log,0.48956356736242884,0.6166982922201139,0.5423771739006042,-0.122276,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,24,24,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed24_r0.5_fmr0.5_d0.9_gmm_idx24_loss_origin.log,0.4838709677419355,0.6204933586337761,0.5347336530685425,-0.12992,30
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,25,25,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed25_r0.5_fmr0.5_d0.9_gmm_idx25_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5327587127685547,-0.131895,30
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,26,26,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed26_r0.5_fmr0.5_d0.9_gmm_idx26_loss_origin.log,0.4781783681214421,0.603415559772296,0.5547108054161072,-0.109943,32
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,27,27,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed27_r0.5_fmr0.5_d0.9_gmm_idx27_loss_origin.log,0.4819734345351044,0.6299810246679317,0.5280035138130188,-0.13665,32
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,28,28,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed28_r0.5_fmr0.5_d0.9_gmm_idx28_loss_origin.log,0.4838709677419355,0.6204933586337761,0.5422043800354004,-0.122449,32
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,29,29,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed29_r0.5_fmr0.5_d0.9_gmm_idx29_loss_origin.log,0.476280834914611,0.5920303605313093,0.5394365787506104,-0.125217,32
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,2,2,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed2_r0.5_fmr0.5_d0.9_gmm_idx2_loss_origin.log,0.49146110056925996,0.6299810246679317,0.5386542677879333,-0.125999,30
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,3,3,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed3_r0.5_fmr0.5_d0.9_gmm_idx3_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5486353635787964,-0.116018,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,4,4,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed4_r0.5_fmr0.5_d0.9_gmm_idx4_loss_origin.log,0.476280834914611,0.6091081593927894,0.5397223234176636,-0.124931,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,5,5,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed5_r0.5_fmr0.5_d0.9_gmm_idx5_loss_origin.log,0.46110056925996207,0.6072106261859582,0.5460426807403564,-0.118611,32
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,6,6,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed6_r0.5_fmr0.5_d0.9_gmm_idx6_loss_origin.log,0.49146110056925996,0.5882352941176471,0.5447735786437988,-0.11988,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,7,7,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed7_r0.5_fmr0.5_d0.9_gmm_idx7_loss_origin.log,0.4971537001897533,0.6053130929791272,0.5419202446937561,-0.122733,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,8,8,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed8_r0.5_fmr0.5_d0.9_gmm_idx8_loss_origin.log,0.4971537001897533,0.6053130929791272,0.5388768315315247,-0.125777,31
cora,remove_only_intra_c0p,intra,c0p,,0.8,1.0,0.1,0.5,0.5,0.9,9,9,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_c0p_a0.80_g1.00_c0p0.10_seed9_r0.5_fmr0.5_d0.9_gmm_idx9_loss_origin.log,0.4857685009487666,0.6053130929791272,0.5289312601089478,-0.135722,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,0,0,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed0_r0.5_fmr0.5_d0.9_gmm_idx0_loss_origin.log,0.4971537001897533,0.6679316888045541,0.5583365559577942,-0.106317,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,10,10,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed10_r0.5_fmr0.5_d0.9_gmm_idx10_loss_origin.log,0.4781783681214421,0.6660341555977229,0.534360408782959,-0.130293,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,11,11,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed11_r0.5_fmr0.5_d0.9_gmm_idx11_loss_origin.log,0.4838709677419355,0.6204933586337761,0.5404074192047119,-0.124246,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,12,12,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed12_r0.5_fmr0.5_d0.9_gmm_idx12_loss_origin.log,0.48956356736242884,0.5958254269449715,0.5507898330688477,-0.113864,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,13,13,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed13_r0.5_fmr0.5_d0.9_gmm_idx13_loss_origin.log,0.49335863377609107,0.6546489563567363,0.5342646837234497,-0.130389,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,14,14,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed14_r0.5_fmr0.5_d0.9_gmm_idx14_loss_origin.log,0.4838709677419355,0.6204933586337761,0.5257032513618469,-0.13895,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,15,15,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed15_r0.5_fmr0.5_d0.9_gmm_idx15_loss_origin.log,0.4971537001897533,0.6053130929791272,0.543749213218689,-0.120904,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,16,16,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed16_r0.5_fmr0.5_d0.9_gmm_idx16_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5424042344093323,-0.122249,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,17,17,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed17_r0.5_fmr0.5_d0.9_gmm_idx17_loss_origin.log,0.4971537001897533,0.5977229601518027,0.5473629236221313,-0.117291,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,18,18,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed18_r0.5_fmr0.5_d0.9_gmm_idx18_loss_origin.log,0.4648956356736243,0.635673624288425,0.5514823794364929,-0.113171,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,19,19,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed19_r0.5_fmr0.5_d0.9_gmm_idx19_loss_origin.log,0.48007590132827327,0.6755218216318786,0.547780454158783,-0.116873,32
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,1,1,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed1_r0.5_fmr0.5_d0.9_gmm_idx1_loss_origin.log,0.49146110056925996,0.5958254269449715,0.549359142780304,-0.115294,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,20,20,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed20_r0.5_fmr0.5_d0.9_gmm_idx20_loss_origin.log,0.46110056925996207,0.6072106261859582,0.5444336533546448,-0.12022,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,21,21,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed21_r0.5_fmr0.5_d0.9_gmm_idx21_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5426117181777954,-0.122042,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,22,22,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed22_r0.5_fmr0.5_d0.9_gmm_idx22_loss_origin.log,0.4857685009487666,0.6072106261859582,0.5299815535545349,-0.134672,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,23,23,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed23_r0.5_fmr0.5_d0.9_gmm_idx23_loss_origin.log,0.4838709677419355,0.5977229601518027,0.5387693643569946,-0.125884,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,24,24,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed24_r0.5_fmr0.5_d0.9_gmm_idx24_loss_origin.log,0.4971537001897533,0.6679316888045541,0.5486910343170166,-0.115963,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,25,25,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed25_r0.5_fmr0.5_d0.9_gmm_idx25_loss_origin.log,0.4838709677419355,0.5996204933586338,0.5425878167152405,-0.122066,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,26,26,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed26_r0.5_fmr0.5_d0.9_gmm_idx26_loss_origin.log,0.4819734345351044,0.5996204933586338,0.5403486490249634,-0.124305,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,27,27,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed27_r0.5_fmr0.5_d0.9_gmm_idx27_loss_origin.log,0.48956356736242884,0.5977229601518027,0.525530993938446,-0.139123,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,28,28,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed28_r0.5_fmr0.5_d0.9_gmm_idx28_loss_origin.log,0.48956356736242884,0.5958254269449715,0.5534114837646484,-0.111242,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,29,29,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed29_r0.5_fmr0.5_d0.9_gmm_idx29_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5504856109619141,-0.114168,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,2,2,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed2_r0.5_fmr0.5_d0.9_gmm_idx2_loss_origin.log,0.4819734345351044,0.6204933586337761,0.530834972858429,-0.133819,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,3,3,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed3_r0.5_fmr0.5_d0.9_gmm_idx3_loss_origin.log,0.4857685009487666,0.6072106261859582,0.5268727540969849,-0.137781,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,4,4,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed4_r0.5_fmr0.5_d0.9_gmm_idx4_loss_origin.log,0.4781783681214421,0.603415559772296,0.5400597453117371,-0.124594,32
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,5,5,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed5_r0.5_fmr0.5_d0.9_gmm_idx5_loss_origin.log,0.4819734345351044,0.5996204933586338,0.5307947993278503,-0.133859,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,6,6,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed6_r0.5_fmr0.5_d0.9_gmm_idx6_loss_origin.log,0.5009487666034156,0.6261859582542695,0.540464460849762,-0.124189,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,7,7,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed7_r0.5_fmr0.5_d0.9_gmm_idx7_loss_origin.log,0.46110056925996207,0.6072106261859582,0.5518441796302795,-0.112809,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,8,8,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed8_r0.5_fmr0.5_d0.9_gmm_idx8_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5401498675346375,-0.124504,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,9,9,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed9_r0.5_fmr0.5_d0.9_gmm_idx9_loss_origin.log,0.48956356736242884,0.5958254269449715,0.5493022203445435,-0.115351,30
